,Term,fdr,es,nes
267,positive regulation of lymphocyte proliferation (GO:0050671),0.14813754090103703,-0.7665119675588442,-1.2414979180184236
268,sterol biosynthetic process (GO:0016126),0.1481509750864175,-0.7824704784638883,-1.2405659575673609
269,regulation of myoblast differentiation (GO:0045661),0.14827248400509666,-0.8078755202537109,-1.2416638480477555
270,defense response to fungus (GO:0050832),0.148335006663332,-0.8334978448813165,-1.2427602441315913
271,regulation of cytokine production involved in inflammatory response (GO:1900015),0.14841634126113815,-0.7780032164272026,-1.2401395397313515
272,regulation of extracellular matrix organization (GO:1903053),0.14853003340733748,-0.8269622439719492,-1.2399173658408882
273,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),0.14855396764000559,-0.7666262411429611,-1.2417845082067807
274,regulation of cytokine production (GO:0001817),0.14884482143113678,-0.7630279282508952,-1.2427995983256113
275,positive regulation of purine nucleotide metabolic process (GO:1900544),0.14892872023193204,-0.7971078475439418,-1.2394561329153653
276,positive regulation of glycolytic process (GO:0045821),0.14892872023193204,-0.7971078475439418,-1.2394561329153653
277,positive regulation of BMP signaling pathway (GO:0030513),0.14905672698883923,-0.788512517003218,-1.2417878273906608
278,mesoderm development (GO:0007498),0.14932142909109627,-0.8188342203296308,-1.242877703783887
279,regulation of calcium-mediated signaling (GO:0050848),0.14973199730827777,-0.7702238525571293,-1.2390339135803519
280,positive regulation of myeloid cell differentiation (GO:0045639),0.15001175067964326,-0.7945219519754508,-1.2387894650624358
281,regulation of glucose metabolic process (GO:0010906),0.15035960401455256,-0.7815741763336858,-1.2383395762721774
282,positive regulation of defense response to virus by host (GO:0002230),0.15080521175379774,-0.7936715250385211,-1.238358287390107
283,lymphocyte chemotaxis (GO:0048247),0.1512466090887678,-0.7601080455030285,-1.2376668230105687
284,regulation of heterotypic cell-cell adhesion (GO:0034114),0.1514532624615365,-0.8034364900172123,-1.2377622865840847
285,response to estradiol (GO:0032355),0.15171921421655574,-0.7906895778302214,-1.2373956307390854
286,positive regulation of interleukin-1 production (GO:0032732),0.15353640094813728,-0.7719516593091011,-1.2354497171387928
287,regulation of vascular endothelial growth factor production (GO:0010574),0.15367845030639204,-0.7966228207994777,-1.2355758536360608
288,regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315),0.1538099719340461,-0.8096606312491386,-1.2361190524783028
289,chemokine-mediated signaling pathway (GO:0070098),0.15388784527858143,-0.7793221827072748,-1.2356488132606465
290,positive regulation of NIK/NF-kappaB signaling (GO:1901224),0.15403214037198446,-0.7735359751125743,-1.2357700951896209
291,chondroitin sulfate biosynthetic process (GO:0030206),0.15404562335821384,-0.8199035545636524,-1.2365758828499236
292,regulation of cell killing (GO:0031341),0.15425675801402,-0.8252523138997474,-1.2361367042892306
293,positive regulation of focal adhesion assembly (GO:0051894),0.15447120972762507,-0.8010476439333559,-1.2362314007443784
294,negative regulation of smooth muscle cell proliferation (GO:0048662),0.15454424731264432,-0.7803759618751993,-1.2349653047218263
295,peptide metabolic process (GO:0006518),0.15562260531899977,-0.7493364882372214,-1.2333470968993043
296,neutrophil chemotaxis (GO:0030593),0.15577407805914512,-0.7644090923544702,-1.2344728468213706
297,B cell receptor signaling pathway (GO:0050853),0.1560237566592622,-0.8000542251558983,-1.2333881036788117
298,interferon-gamma-mediated signaling pathway (GO:0060333),0.1560599711218094,-0.7716463336537709,-1.2336854288926817
299,leukocyte tethering or rolling (GO:0050901),0.15649195359106544,-0.8071143250402792,-1.2334469618485968
300,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),0.15653151035026608,-0.7801340871649882,-1.233709714684546
301,regulation of T cell mediated cytotoxicity (GO:0001914),0.15663681203222699,-0.7870616046466278,-1.233970178084171
302,peptidyl-tyrosine phosphorylation (GO:0018108),0.15664895224228081,-0.7602337835415374,-1.2338831178264678
303,regulation of defense response to virus by host (GO:0050691),0.1576198223564618,-0.778275051560032,-1.2324895618950877
304,regulation of monocyte chemotaxis (GO:0090025),0.157786408899058,-0.7865723942385074,-1.2323198083782765
305,endocardial cushion development (GO:0003197),0.1579295271794795,-0.8075305898019205,-1.2325435963236326
306,regulation of immune effector process (GO:0002697),0.15927523622885878,-0.7761778449069132,-1.2318768097851873
307,positive regulation of syncytium formation by plasma membrane fusion (GO:0060143),0.15974922840894507,-0.8081164497083013,-1.2315273087064114
308,positive regulation of fibroblast proliferation (GO:0048146),0.15978436293514017,-0.7807414299739103,-1.23092371225675
309,negative regulation of DNA metabolic process (GO:0051053),0.15996967837333745,-0.7915180590568979,-1.231223818227189
310,monovalent inorganic cation homeostasis (GO:0055067),0.16009549250164445,-0.7914704057913026,-1.23064095126421
311,regulation of chemokine production (GO:0032642),0.16012627749147254,-0.7796527462334369,-1.2310133745747749
312,regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),0.1602806236382952,-0.7728416627482221,-1.2303118800198531
313,regulation of lipid storage (GO:0010883),0.16052813633748916,-0.8086202077601662,-1.2303546715557545
314,regulation of complement activation (GO:0030449),0.16082606201896116,-0.7703797318101682,-1.2294053090261992
315,positive regulation of monocyte chemotaxis (GO:0090026),0.16119409089571407,-0.7885042606745523,-1.2294474491125649
316,regulation of fatty acid oxidation (GO:0046320),0.16131980754905736,-0.8090049147396882,-1.2296147426597337
317,regulation of interferon-beta production (GO:0032648),0.16153840536451158,-0.7740182131058759,-1.2297280634843988
318,negative regulation of cyclin-dependent protein kinase activity (GO:1904030),0.16396723027961674,-0.7913961808727014,-1.2270382626581045
319,cellular response to cadmium ion (GO:0071276),0.16406808826953234,-0.7889761421128882,-1.2271947451069625
320,"positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)",0.16455593388609094,-0.8086418829592497,-1.2272116249143918
321,regulation of activated T cell proliferation (GO:0046006),0.16461049895943208,-0.7847320987457518,-1.228188446740758
322,leukocyte adhesion to vascular endothelial cell (GO:0061756),0.1646868132461301,-0.8064584391833114,-1.228016411171414
323,regulation of brown fat cell differentiation (GO:0090335),0.16483817347888335,-0.8192191583799979,-1.2272777881983816
324,response to glucagon (GO:0033762),0.1651539285970217,-0.8268832442892122,-1.2277143161289168
325,positive regulation of synapse assembly (GO:0051965),0.16536146926770523,-0.8019333963992236,-1.227295733257323
326,positive regulation of cell-substrate junction organization (GO:0150117),0.1655156825207187,-0.7923152952247053,-1.2265416798224358
327,regulation of protein localization to nucleus (GO:1900180),0.16552805887096056,-0.7618597771956515,-1.2273894790324549
328,regulation of transforming growth factor beta production (GO:0071634),0.1655870372680349,-0.7823189755993757,-1.226359985082729
329,natural killer cell activation (GO:0030101),0.16559943311741457,-0.7697628803889789,-1.2262598736382981
330,negative regulation of cellular carbohydrate metabolic process (GO:0010677),0.1661060977649806,-0.8013827746475672,-1.224918402602491
331,response to glucocorticoid (GO:0051384),0.1662668667465547,-0.8003464374652031,-1.2250453000709627
332,negative regulation of metabolic process (GO:0009892),0.16642843573854083,-0.7619438690737258,-1.225907966907452
333,embryonic organ morphogenesis (GO:0048562),0.1664672354078316,-0.7761646769071435,-1.2256821457012208
334,regulation of humoral immune response (GO:0002920),0.166505177668325,-0.7660631633444321,-1.225198300491395
335,regulation of DNA biosynthetic process (GO:2000278),0.1666863311334397,-0.7914790586630794,-1.225059939825258
336,positive regulation of nervous system development (GO:0051962),0.16689090694221004,-0.7697695930750307,-1.2253544550152233
337,cellular response to chemokine (GO:1990869),0.16695674684883696,-0.7694956015597206,-1.2252099321123882
338,positive regulation of signal transduction by p53 class mediator (GO:1901798),0.16697863255671122,-0.8048270413482306,-1.2236499755318477
339,dendritic cell differentiation (GO:0097028),0.16708555186810892,-0.7925202961053313,-1.225416206575436
340,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),0.16708885978270516,-0.7596919227607826,-1.2242128366646459
341,positive regulation of B cell proliferation (GO:0030890),0.16710372331097734,-0.7888235020118737,-1.223945109045852
342,positive regulation of toll-like receptor signaling pathway (GO:0034123),0.16710973745389454,-0.7947521282671839,-1.2243878440910105
343,mesenchyme development (GO:0060485),0.16723734714823776,-0.8175205316255815,-1.2240789767369749
344,negative regulation of epithelial cell apoptotic process (GO:1904036),0.1673073601330027,-0.7725085602794881,-1.2237166278399843
345,negative regulation of ossification (GO:0030279),0.16759952746872814,-0.7938076421062279,-1.223370232023517
346,negative regulation of viral life cycle (GO:1903901),0.1681543919117111,-0.7910257013750617,-1.2223374696870744
347,regulation of immune response (GO:0050776),0.16817770654425887,-0.7527504497383302,-1.222447298619432
348,regulation of fatty acid metabolic process (GO:0019217),0.16822474603749304,-0.8015586337934144,-1.2227411732794113
349,positive regulation of chemokine production (GO:0032722),0.16844907930443598,-0.7695992779715165,-1.2225145733432539
350,GTP metabolic process (GO:0046039),0.16846687506676308,-0.8009449853546042,-1.2229371333704309
351,monocyte chemotaxis (GO:0002548),0.16852556236482913,-0.7794361910812733,-1.222817699304439
352,negative regulation of biomineral tissue development (GO:0070168),0.16914158353603911,-0.7980853769201885,-1.2218772569459344
353,artery development (GO:0060840),0.16974093228243825,-0.7841286135227263,-1.2212486889881025
354,negative regulation of leukocyte cell-cell adhesion (GO:1903038),0.16981801842474475,-0.8111488304321963,-1.220226210601635
355,positive regulation of DNA replication (GO:0045740),0.16984844425884998,-0.7984103969222637,-1.2210804674302747
356,glutathione metabolic process (GO:0006749),0.17013895851398553,-0.7531591821756083,-1.2203314459576324
357,pyrimidine nucleoside metabolic process (GO:0006213),0.17023009923426083,-0.8125566610058271,-1.2212548869270115
358,filopodium assembly (GO:0046847),0.1702743721413946,-0.7863204521455341,-1.220463742874554
359,regulation of lymphocyte proliferation (GO:0050670),0.17027834854924087,-0.8010139385715203,-1.2207866405087648
360,response to interleukin-1 (GO:0070555),0.1705042665078752,-0.7588773764201554,-1.2213540607198474
361,positive regulation of T cell activation (GO:0050870),0.17070580324253554,-0.7583580371076996,-1.2204967488688003
362,cellular response to glucagon stimulus (GO:0071377),0.1714206011801143,-0.828385019661374,-1.219161773084371
363,regulation of cellular response to heat (GO:1900034),0.17151578254545755,-0.7577230779166642,-1.2195746488723946
364,toll-like receptor 4 signaling pathway (GO:0034142),0.17168965546195303,-0.8093192163975219,-1.2192316878343976
365,positive regulation of muscle hypertrophy (GO:0014742),0.17185436703952725,-0.8097346520874953,-1.2193363135250297
366,regulation of viral entry into host cell (GO:0046596),0.1747482569817485,-0.7576905613831806,-1.2180877605468208
367,negative regulation of protein localization to membrane (GO:1905476),0.17498058597282248,-0.7881183274389258,-1.2176858565154816
368,positive regulation of T cell proliferation (GO:0042102),0.1753619650691863,-0.7580346504098784,-1.2177480809245917
369,regulation of interleukin-1 beta production (GO:0032651),0.17559026161505042,-0.7554223381045966,-1.217331427463802
370,cellular zinc ion homeostasis (GO:0006882),0.17607310577803773,-0.7769576376135737,-1.2164532446893608
371,positive regulation of interleukin-1 beta production (GO:0032731),0.17619657816283085,-0.7625507750274438,-1.2169794460021184
372,cell communication by electrical coupling involved in cardiac conduction (GO:0086064),0.1762281003091721,0.6469043379069821,1.5736336560581785
373,release of sequestered calcium ion into cytosol (GO:0051209),0.1765026988111993,-0.7792723391236455,-1.216475962179506
374,dendritic cell migration (GO:0036336),0.17690883474366453,-0.786427901365714,-1.2164900720808343
375,regulation of fibroblast proliferation (GO:0048145),0.17733548834872603,-0.7526236943364883,-1.2158256784035737
